,Cloudiness,Date,Humidity,Lat,Lng,Max temp,Wind speed,city,country_code
371,0,1524262800,87,53.57,7.9,10.0,1.5,Jever,DE
372,36,1524264826,100,-15.19,12.15,26.3,2.39,Namibe,AO
373,20,1524261600,88,13.35,74.72,27.0,1.5,Malpe,IN
374,24,1524264826,95,3.52,39.06,17.45,1.36,Moyale,KE
375,92,1524264827,100,17.2,-25.09,20.4,7.44,Ponta do Sol,CV
376,75,1524261600,73,70.47,-68.59,-7.0,2.6,Clyde River,CA
377,20,1524264827,56,8.4,14.17,24.57,2.91,Tchollire,CM
378,0,1524264827,96,6.26,6.15,21.7,1.16,Agbor,NG
379,1,1524263700,40,32.94,-85.95,21.0,2.6,Alexander City,US
380,75,1524263400,88,-3.8,-73.34,24.0,7.7,Santo Tomas,PE
381,56,1524264828,89,31.78,104.73,17.9,1.79,Jiangyou,CN
382,0,1524264828,72,-18.06,13.84,14.45,1.29,Opuwo,NA
383,24,1524264828,100,0.8,127.4,27.95,1.46,Ternate,ID
384,64,1524264828,61,41.76,86.15,3.37,1.49,Korla,CN
385,40,1524261600,73,-16.92,145.77,25.0,7.2,Cairns,AU
386,90,1524261180,41,60.79,-161.76,4.0,2.6,Bethel,US
387,0,1524264829,17,14.2,24.66,15.7,3.71,Kutum,SD
388,92,1524264829,100,-1.02,-79.44,17.27,0.39,San Cristobal,EC
389,44,1524263400,71,-43.53,172.64,14.0,7.2,Christchurch,NZ
390,0,1524264829,47,25.92,82.0,24.42,1.61,Pratapgarh,IN
391,8,1524264890,100,9.49,50.81,28.07,1.01,Bandarbeyla,SO
392,75,1524261000,92,78.22,15.64,-7.0,2.1,Longyearbyen,SJ
393,0,1524264890,72,68.05,39.51,-14.48,1.01,Ostrovnoy,RU
394,1,1524262500,32,40.08,-74.07,12.0,8.2,Point Pleasant,US
395,20,1524264890,58,-45.87,170.5,11.67,8.46,Dunedin,NZ
396,0,1524264891,74,17.62,80.02,25.27,3.06,Mahbubabad,IN
397,88,1524264891,96,66.94,-53.67,-4.71,0.76,Sisimiut,GL
398,12,1524264891,100,-1.24,116.86,26.7,1.11,Balikpapan,ID
399,20,1524263400,59,28.96,-13.55,17.0,4.6,Arrecife,ES
400,0,1524264891,80,63.59,53.93,-11.11,1.96,Sosnogorsk,RU
401,0,1524261600,82,-22.95,14.51,14.0,1.0,Walvis Bay,NA
402,0,1524264892,74,61.01,62.0,-11.11,1.71,Pelym,RU
403,92,1524264892,95,-11.96,-40.17,21.8,2.29,Baixa Grande,BR
404,40,1524263400,25,47.92,106.92,4.0,4.0,Ulaanbaatar,MN
405,92,1524264892,77,48.35,-69.4,1.12,2.61,Les Escoumins,CA
406,0,1524264892,87,-16.36,-58.4,23.52,1.59,San Matias,BO
407,92,1524264893,93,55.06,67.89,8.07,7.64,Petukhovo,RU
408,92,1524264893,90,-37.83,140.78,17.17,1.56,Mount Gambier,AU
409,88,1524264893,100,-11.94,-38.08,23.57,2.94,Entre Rios,BR
410,92,1524264893,91,-37.62,-73.65,14.62,3.81,Lebu,CL
411,0,1524263400,73,-21.36,55.77,27.0,3.1,Saint-Philippe,RE
412,75,1524261600,93,41.91,41.96,11.0,3.6,Naruja,GE
413,44,1524264894,96,4.38,-7.71,28.72,4.89,Harper,LR
414,64,1524264894,100,-2.57,150.8,27.52,3.91,Kavieng,PG
415,1,1524262500,8,32.27,-107.76,21.0,12.3,Deming,US
416,40,1524261000,80,71.0,24.66,-1.0,4.6,Havoysund,NO
417,44,1524264894,94,-37.88,147.99,16.65,2.01,Lakes Entrance,AU
418,0,1524264895,48,-21.53,21.93,18.4,1.21,Dekar,BW
419,56,1524264895,76,-30.17,-50.22,22.17,3.49,Cidreira,BR
420,40,1524261000,80,70.66,23.68,-1.0,4.6,Hammerfest,NO
421,48,1524264895,92,-2.52,-61.06,25.22,1.51,Curuca,BR
422,88,1524264895,44,48.28,129.53,6.4,3.36,Xinqing,CN
423,36,1524264895,89,-3.36,135.5,23.92,0.81,Nabire,ID
424,1,1524261600,26,53.59,-116.44,15.0,4.6,Edson,CA
425,90,1524263700,82,40.6,-124.16,14.0,5.7,Fortuna,US
426,32,1524264896,100,-8.1,156.84,28.7,3.31,Gizo,SB
427,0,1524264896,99,50.68,156.12,0.2,1.26,Severo-Kurilsk,RU
428,0,1524263400,100,-41.43,147.14,8.0,1.5,Launceston,AU
429,0,1524261600,61,56.07,37.56,9.0,2.0,Marfino,RU
430,0,1524264897,100,-20.07,146.27,22.77,2.79,Charters Towers,AU
431,0,1524264897,95,-6.8,39.25,23.42,1.74,Magomeni,TZ
432,0,1524264897,61,46.77,34.99,8.07,3.69,Lazurne,UA
433,0,1524264897,55,42.33,-82.0,4.82,3.61,Blenheim,CA
434,75,1524261600,88,-21.2,-175.2,26.0,7.74,Vaini,TO
435,80,1524264898,98,-38.38,-60.28,18.77,1.81,Tres Arroyos,AR
436,44,1524264958,100,-19.9,48.8,20.3,0.91,Mahanoro,MG
437,0,1524264958,36,52.99,116.91,1.47,1.56,Bukachacha,RU
438,32,1524264959,96,4.42,-7.36,28.7,5.39,Tabou,CI
439,12,1524264959,94,16.06,99.86,23.7,2.19,Khanu Woralaksaburi,TH
440,75,1524261600,22,58.81,-122.69,12.0,4.6,Fort Nelson,CA
441,0,1524264959,63,56.67,96.06,-1.83,4.81,Aban,RU
442,8,1524264959,70,65.73,150.89,-0.21,1.34,Zyryanka,RU
443,90,1524261600,87,-45.58,-72.07,8.0,3.1,Coihaique,CL
444,0,1524263400,73,-21.37,55.62,27.0,3.1,Saint-Joseph,RE
445,0,1524261600,56,-51.62,-69.22,7.0,16.5,Rio Gallegos,AR
446,40,1524261600,83,-3.22,40.12,26.0,4.86,Malindi,KE
447,64,1524264960,65,42.94,126.05,14.95,2.36,Panshi,CN
448,40,1524261600,88,-20.34,57.76,26.0,5.1,Bambous Virieux,MU
449,90,1524261600,65,55.28,-114.77,5.0,1.5,Slave Lake,CA
450,20,1524261600,88,-6.97,-34.84,25.0,2.1,Cabedelo,BR
451,0,1524261600,16,28.38,36.58,23.0,1.5,Tabuk,SA
452,75,1524261600,78,-3.71,-38.6,28.0,4.1,Vila Velha,BR
453,75,1524261600,42,63.59,-135.9,7.0,1.5,Mayo,CA
454,0,1524264961,98,4.92,6.26,21.12,1.34,Yenagoa,NG
455,24,1524264961,87,-35.02,117.88,15.67,5.49,Albany,AU
456,20,1524264962,86,-9.37,30.12,17.72,3.24,Mporokoso,ZM
457,0,1524264962,54,62.67,131.17,-1.06,4.54,Borogontsy,RU
458,75,1524261600,87,-54.81,-68.31,6.0,4.6,Ushuaia,AR
459,56,1524264962,94,13.13,123.76,26.3,1.49,Puro,PH
460,1,1524261180,27,42.62,-113.68,18.0,7.7,Rupert,US
461,0,1524261600,77,-7.84,-79.15,21.0,5.1,Chicama,PE
462,90,1524263700,49,41.49,-71.31,12.0,5.29,Newport,US
463,92,1524264963,100,2.67,72.89,25.52,3.94,Kudahuvadhoo,MV
464,0,1524263400,87,48.38,-4.62,15.0,2.1,Plouzane,FR
465,1,1524261480,44,37.66,-121.87,27.0,5.1,Pleasanton,US
466,44,1524264963,100,-5.67,132.75,27.27,3.26,Tual,ID
467,0,1524261600,88,-22.97,-42.02,23.0,1.5,Arraial do Cabo,BR
468,44,1524264964,99,-28.77,32.06,17.7,1.81,Richards Bay,ZA
469,0,1524263400,87,41.93,8.74,17.0,2.1,Ajaccio,FR
470,0,1524264964,49,-46.43,-67.52,15.37,11.06,Mar del Plata,AR
471,90,1524261600,74,49.18,-68.27,1.0,4.1,Hauterive,CA
472,12,1524264964,94,-6.75,23.95,21.42,1.26,Gandajika,CD
473,0,1524263400,100,-20.31,118.58,21.0,1.69,Port Hedland,AU
474,1,1524262500,42,30.04,-94.42,20.0,3.6,Nome,US
475,56,1524264965,98,5.67,-53.78,23.72,1.16,Mana,GF
476,8,1524264965,66,38.52,102.19,7.77,1.26,Jinchang,CN
477,92,1524264965,63,37.17,-99.65,13.3,8.06,Sitka,US
478,44,1524262800,92,62.57,11.38,0.0,2.1,Roros,NO
479,40,1524261600,88,-31.43,152.91,18.0,3.6,Port Macquarie,AU
480,80,1524264966,62,-14.08,-46.36,23.05,2.34,Posse,BR
481,0,1524264966,75,-6.2,-42.14,24.45,1.24,Elesbao Veloso,BR
482,75,1524261600,52,56.23,-117.29,7.0,5.7,Peace River,CA
483,0,1524264966,18,18.74,7.39,22.52,2.74,Arlit,NE
484,0,1524264967,92,5.35,48.53,24.95,0.66,Hobyo,SO
485,92,1524264967,97,-8.9,-35.15,24.52,2.49,Sao Jose da Coroa Grande,BR
486,20,1524260520,70,15.86,-97.07,30.0,4.16,Puerto Escondido,MX
487,12,1524265027,63,63.79,74.5,-15.86,3.16,Muravlenko,RU
488,32,1524265027,68,36.85,115.71,22.9,5.54,Linqing,CN
489,36,1524265028,100,4.14,96.13,25.17,2.36,Meulaboh,ID
490,36,1524265028,90,29.96,122.3,17.42,6.91,Shenjiamen,CN
491,88,1524265028,66,50.59,107.6,4.4,1.56,Bichura,RU
492,24,1524265028,90,-13.88,167.55,28.12,3.31,Sola,VU
493,40,1524261600,88,-20.41,57.7,26.0,5.1,Mahebourg,MU
494,76,1524265029,98,3.07,172.79,28.82,6.46,Butaritari,KI
495,32,1524265029,100,-22.82,47.83,23.8,0.81,Farafangana,MG
496,20,1524265029,84,53.54,39.45,1.22,1.44,Yuzhnyy,RU
497,0,1524261600,5,24.09,32.9,29.0,2.6,Aswan,EG
498,20,1524261360,55,37.46,-122.43,26.0,10.8,Half Moon Bay,US
499,80,1524265029,98,-6.12,141.3,24.2,1.04,Kiunga,PG
500,20,1524261600,78,66.15,-65.72,-10.0,1.0,Pangnirtung,CA
501,20,1524261000,68,70.37,31.11,-3.0,5.1,Vardo,NO
502,90,1524263700,61,27.97,-82.8,28.0,2.6,Clearwater,US
503,8,1524265030,100,-9.11,124.89,27.32,2.51,Atambua,ID
504,24,1524265030,56,44.76,136.29,16.77,3.94,Plastun,RU
505,40,1524261600,30,26.33,43.97,28.0,7.2,Buraydah,SA
506,90,1524261600,93,46.94,142.01,6.0,3.0,Pravda,RU
507,1,1524262500,18,43.02,-88.01,13.0,2.6,West Allis,US
508,75,1524262800,88,36.82,21.7,17.0,2.6,Methoni,GR
509,88,1524265031,82,69.49,88.39,-7.48,3.86,Talnakh,RU
510,48,1524265031,99,-7.95,110.28,23.65,1.84,Bambanglipuro,ID
511,0,1524265032,95,-33.59,26.89,18.65,3.19,Port Alfred,ZA
512,88,1524265032,87,59.36,143.24,-0.18,1.81,Okhotsk,RU
513,64,1524265032,54,3.38,-59.8,30.12,7.41,Lethem,GY
514,24,1524265032,92,-1.83,-56.23,25.05,0.49,Amapa,BR
515,0,1524262800,67,69.41,30.22,-6.0,3.1,Nikel,RU
516,64,1524265033,96,-3.1,-67.94,24.87,1.24,Santo Antonio do Ica,BR
517,0,1524265033,100,-25.01,-47.93,21.15,2.01,Cananeia,BR
518,64,1524265033,100,-15.51,167.18,26.9,2.69,Luganville,VU
519,92,1524265033,100,38.42,77.24,8.15,2.19,Shache,CN
520,0,1524265034,89,-21.48,-56.15,21.02,2.19,Jardim,BR
521,56,1524265034,95,30.57,79.57,-5.58,0.56,Joshimath,IN
522,0,1524263400,76,47.03,22.05,12.0,3.1,Osorheiu,RO
523,8,1524265034,100,9.96,98.62,27.57,2.69,Ranong,TH
524,0,1524265034,74,50.27,85.62,-10.61,0.81,Ust-Koksa,RU
525,0,1524265034,72,47.47,84.87,-5.43,1.04,Zaysan,KZ
526,0,1524261600,87,59.7,30.79,8.0,2.0,Nikolskoye,RU
527,0,1524265035,100,-24.87,113.63,22.3,4.21,Carnarvon,AU
528,8,1524265035,91,20.9,70.37,25.7,2.96,Veraval,IN
529,0,1524265035,91,-34.72,135.86,19.4,3.01,Port Lincoln,AU
530,0,1524261600,55,33.93,134.5,16.0,4.6,Katsuura,JP
531,40,1524259800,77,38.52,-28.7,17.0,2.6,Ribeira Grande,PT
532,0,1524265036,92,-26.65,15.16,13.55,3.16,Luderitz,NA
533,36,1524265096,100,70.62,147.9,-11.48,2.94,Chokurdakh,RU
534,40,1524261600,88,-19.98,57.61,26.0,5.1,Cap Malheureux,MU
535,40,1524261600,66,-21.21,-159.78,29.0,1.5,Avarua,CK
536,32,1524261600,93,14.69,-17.45,19.0,4.1,Dakar,SN
537,88,1524265097,100,-23.87,35.38,22.17,3.24,Inhambane,MZ
538,0,1524264881,58,-27.8,-64.26,27.67,3.24,Santiago del Estero,AR
539,0,1524265097,22,14.53,20.93,20.47,3.09,Biltine,TD
540,0,1524261600,78,11.28,-15.83,24.0,3.6,Bubaque,GW
